ID,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Spatial Scale,Metric,Unit,Country Code,Technology Name
On-Grid Solar Thermal Energy_Installed electricity capacity_CR,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CI,Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CI,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_HR,Croatia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,HR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CU,Cuba,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CU,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CW,Curaçao,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CW,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CY,Cyprus,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CY,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CZ,Czechia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CZ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KP,Democratic People's Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KP,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CD,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CD,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_DK,Denmark,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DK,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_DJ,Djibouti,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DJ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_DM,Dominica,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DM,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_DO,Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DO,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_EC,Ecuador,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,EC,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_EG,Egypt,,,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,IRENA,National,Installed electricity capacity,MW,EG,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_SV,El Salvador,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SV,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GQ,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GQ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_ER,Eritrea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ER,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_EE,Estonia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,EE,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_SZ,Eswatini,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SZ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_ET,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ET,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_FK,Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FK,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_FO,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FO,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_FJ,Fiji,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FJ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_FI,Finland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FI,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_FR,France,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,IRENA,National,Installed electricity capacity,MW,FR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GF,French Guiana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GF,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PF,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PF,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GA,Gabon,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GA,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GM,Gambia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GM,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GE,Georgia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GE,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_DE,Germany,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,IRENA,National,Installed electricity capacity,MW,DE,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GH,Ghana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GH,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GR,Greece,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GL,Greenland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GL,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GD,Grenada,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GD,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GP,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GP,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GU,Guam,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GU,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GT,Guatemala,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GT,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GN,Guinea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GN,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GW,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GW,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_GY,Guyana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GY,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_HT,Haiti,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,HT,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_HN,Honduras,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,HN,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_HU,Hungary,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,HU,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_IS,Iceland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IS,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_IN,India,,,,,,,,,,,,2.5,3.5,153.5,328.5,328.5,328.5,328.5,328.5,342.5,342.5,342.5,IRENA,National,Installed electricity capacity,MW,IN,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_ID,Indonesia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ID,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_IR,Iran (Islamic Republic of),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_IQ,Iraq,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IQ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_IE,Ireland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IE,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_IL,Israel,,,,,,,,,6.0,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,248.1,242.0,242.0,IRENA,National,Installed electricity capacity,MW,IL,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_IT,Italy,,,,,,,,,,,4.72,4.72,4.72,5.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,IRENA,National,Installed electricity capacity,MW,IT,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_JM,Jamaica,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,JM,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_JP,Japan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,JP,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_JO,Jordan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,JO,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KZ,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KZ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KE,Kenya,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KE,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KI,Kiribati,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KI,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_XK,Kosovo,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,XK,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KW,Kuwait,,,,,,,,,,,,,,,,,,,,50.0,50.0,50.0,IRENA,National,Installed electricity capacity,MW,KW,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KG,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KG,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_LA,Lao People's Democratic Republic,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LA,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_LV,Latvia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LV,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_LB,Lebanon,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LB,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_LS,Lesotho,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LS,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_LR,Liberia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_LY,Libya,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LY,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_LT,Lithuania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LT,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_LU,Luxembourg,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LU,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MG,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MW,Malawi,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MW,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MY,Malaysia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MY,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MV,Maldives,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MV,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_ML,Mali,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ML,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MT,Malta,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MT,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MH,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MH,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MQ,Martinique,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MQ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MR,Mauritania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MU,Mauritius,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MU,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_YT,Mayotte,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,YT,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MX,Mexico,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,IRENA,National,Installed electricity capacity,MW,MX,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_FM,Micronesia (Federated States of),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FM,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MN,Mongolia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MN,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_ME,Montenegro,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ME,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MS,Montserrat,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MS,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MA,Morocco,,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,180.0,180.0,180.0,540.0,540.0,540.0,540.0,IRENA,National,Installed electricity capacity,MW,MA,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MZ,Mozambique,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MZ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MM,Myanmar,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MM,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NA,Namibia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NA,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NR,Nauru,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NP,Nepal,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NP,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NL,Netherlands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NL,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NC,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NC,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NZ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NZ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NI,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NI,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NE,Niger,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NE,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NG,Nigeria,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NG,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NU,Niue,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NU,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_NO,Norway,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NO,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_OM,Oman,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,OM,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PK,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PW,Palau,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PW,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PA,Panama,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PA,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PG,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PG,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PY,Paraguay,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PY,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PE,Peru,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PE,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PH,Philippines,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PH,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PL,Poland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PL,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PT,Portugal,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PT,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_PR,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_QA,Qatar,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,QA,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KR,Republic of Korea,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,IRENA,National,Installed electricity capacity,MW,KR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MD,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MD,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_MK,Republic of North Macedonia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MK,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_RE,Réunion,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,RE,On-Grid Solar Thermal Energy
