ID,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Spatial Scale,Metric,Unit,Country Code,Technology Name
On-Grid Onshore Wind Energy_Installed electricity capacity_ZM,Zambia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ZM,On-Grid Onshore Wind Energy
On-Grid Onshore Wind Energy_Installed electricity capacity_ZW,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ZW,On-Grid Onshore Wind Energy
On-Grid Nuclear_Installed electricity capacity_AF,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AF,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AL,Albania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AL,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_DZ,Algeria,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DZ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AS,American Samoa,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AS,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AD,Andorra,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AD,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AO,Angola,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AO,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AI,Anguilla,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AI,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AG,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AG,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AR,Argentina,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1525.0,1730.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,IRENA,National,Installed electricity capacity,MW,AR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AM,Armenia,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,407.5,IRENA,National,Installed electricity capacity,MW,AM,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AW,Aruba,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AW,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AU,Australia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AU,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AT,Austria,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AT,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_AZ,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AZ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BS,Bahamas,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BS,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BH,Bahrain,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BH,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BD,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BB,Barbados,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BB,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BY,Belarus,,,,,,,,,,,,,,,,,,,,,,1200.0,IRENA,National,Installed electricity capacity,MW,BY,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BE,Belgium,5713.0,5738.0,5761.0,5761.0,5761.0,5802.0,5825.0,5825.0,5825.0,5902.0,5927.0,5927.0,5927.0,5927.0,5927.0,5913.0,5913.0,5918.0,5918.0,5930.0,5942.0,5942.0,IRENA,National,Installed electricity capacity,MW,BE,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BZ,Belize,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BZ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BJ,Benin,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BJ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BT,Bhutan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BT,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BO,Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BO,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BQ,"Bonaire, Sint Eustatius and Saba",,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BQ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BA,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BA,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BW,Botswana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BW,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BR,Brazil,1966.0,1966.0,2007.0,2007.0,2007.0,2007.0,2007.0,2007.0,2007.0,2007.0,2007.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,IRENA,National,Installed electricity capacity,MW,BR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_VG,British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VG,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BN,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BN,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BG,Bulgaria,3532.0,3532.0,2722.0,2722.0,2722.0,2722.0,2722.0,1892.0,1892.0,1892.0,1892.0,1892.0,1906.0,1982.0,1975.0,1975.0,1967.0,1967.0,2008.0,2006.0,2006.0,2006.0,IRENA,National,Installed electricity capacity,MW,BG,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BF,Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BF,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_BI,Burundi,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BI,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CV,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CV,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_KH,Cambodia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KH,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CM,Cameroon,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CM,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CA,Canada,10615.0,10615.0,10615.0,10615.0,12805.0,13345.0,13345.0,13345.0,13345.0,12665.0,12665.0,12665.0,13370.0,14033.0,14033.0,14033.0,14033.0,14033.0,14033.0,14033.0,14033.0,14033.0,IRENA,National,Installed electricity capacity,MW,CA,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_KY,Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KY,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CF,Central African Republic,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CF,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_TD,Chad,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TD,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CL,Chile,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CL,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CN,China,2278.0,2278.0,4908.0,5636.0,6286.0,6960.0,6960.0,9080.0,9078.2,9078.2,10824.0,12570.0,12570.2,14660.0,20080.0,27170.0,33640.0,35819.24,44660.0,48740.0,49890.0,53260.0,IRENA,National,Installed electricity capacity,MW,CN,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_TW,Chinese Taipei,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,5144.0,4508.0,3872.0,3872.0,3872.0,IRENA,National,Installed electricity capacity,MW,TW,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CO,Colombia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CO,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_KM,Comoros,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KM,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CG,Congo,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CG,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CK,Cook Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CK,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CR,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CI,Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CI,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_HR,Croatia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,HR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CU,Cuba,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CU,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CW,Curaçao,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CW,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CY,Cyprus,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CY,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CZ,Czechia,1760.0,1760.0,2760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3830.0,3900.0,3970.0,4040.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,IRENA,National,Installed electricity capacity,MW,CZ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_KP,Democratic People's Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KP,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_CD,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CD,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_DK,Denmark,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DK,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_DJ,Djibouti,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DJ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_DM,Dominica,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DM,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_DO,Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DO,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_EC,Ecuador,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,EC,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_EG,Egypt,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,EG,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_SV,El Salvador,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SV,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GQ,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GQ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_ER,Eritrea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ER,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_EE,Estonia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,EE,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_SZ,Eswatini,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SZ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_ET,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ET,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_FK,Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FK,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_FO,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FO,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_FJ,Fiji,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FJ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_FI,Finland,2640.0,2640.0,2671.0,2671.0,2671.0,2671.0,2671.0,2671.0,2716.0,2716.0,2716.0,2716.0,2732.0,2752.0,2752.0,2752.0,2764.0,2779.0,2784.0,2794.0,2794.0,2794.0,IRENA,National,Installed electricity capacity,MW,FI,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_FR,France,63183.0,63183.0,63273.0,63363.0,63363.0,63260.0,63260.0,63260.0,63260.0,63130.0,63130.0,63130.0,63130.0,63130.0,63130.0,63130.0,63130.0,63130.0,63130.0,63130.0,61400.0,61400.0,IRENA,National,Installed electricity capacity,MW,FR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GF,French Guiana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GF,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_PF,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PF,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GA,Gabon,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GA,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GM,Gambia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GM,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GE,Georgia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GE,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_DE,Germany,22396.0,22396.0,23403.0,21439.0,20552.0,20378.0,20208.0,20208.0,20486.0,20480.0,20467.0,20467.0,12068.0,12068.0,12074.0,10799.0,10799.0,10799.0,10799.0,9525.0,8113.0,4055.0,IRENA,National,Installed electricity capacity,MW,DE,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GH,Ghana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GH,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GR,Greece,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GL,Greenland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GL,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GD,Grenada,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GD,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GP,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GP,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GU,Guam,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GU,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GT,Guatemala,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GT,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GN,Guinea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GN,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GW,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GW,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_GY,Guyana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GY,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_HT,Haiti,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,HT,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_HN,Honduras,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,HN,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_HU,Hungary,1851.0,1866.0,1866.0,1866.0,1866.0,1866.0,1866.0,1825.0,1940.0,1940.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2013.0,2013.0,2013.0,2013.0,IRENA,National,Installed electricity capacity,MW,HU,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_IS,Iceland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IS,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_IN,India,2860.0,2720.0,2720.0,2720.0,2770.0,3360.0,3900.0,4120.0,4120.0,4560.0,4780.0,4780.0,4780.0,4780.0,5780.0,5780.0,5780.0,6780.0,6780.0,6780.0,6780.0,6780.0,IRENA,National,Installed electricity capacity,MW,IN,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_ID,Indonesia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ID,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_IR,Iran (Islamic Republic of),,,,,,,,,,,,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,IRENA,National,Installed electricity capacity,MW,IR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_IQ,Iraq,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IQ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_IE,Ireland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IE,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_IL,Israel,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IL,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_IT,Italy,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IT,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_JM,Jamaica,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,JM,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_JP,Japan,45248.0,45907.0,45907.0,45742.0,47122.0,49580.0,49467.0,49467.0,47935.0,48847.0,48960.0,48960.0,46148.0,44264.0,44264.0,42048.0,41482.0,39132.0,38042.0,33083.0,33083.0,33083.0,IRENA,National,Installed electricity capacity,MW,JP,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_JO,Jordan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,JO,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_KZ,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KZ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_KE,Kenya,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KE,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_KI,Kiribati,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KI,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_XK,Kosovo,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,XK,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_KW,Kuwait,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KW,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_KG,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KG,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_LA,Lao People's Democratic Republic,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LA,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_LV,Latvia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LV,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_LB,Lebanon,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LB,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_LS,Lesotho,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LS,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_LR,Liberia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_LY,Libya,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LY,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_LT,Lithuania,2367.0,2367.0,2367.0,2367.0,2367.0,1183.0,1183.0,1183.0,1183.0,1183.0,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LT,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_LU,Luxembourg,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LU,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MG,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MW,Malawi,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MW,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MY,Malaysia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MY,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MV,Maldives,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MV,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_ML,Mali,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ML,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MT,Malta,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MT,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MH,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MH,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MQ,Martinique,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MQ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MR,Mauritania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MU,Mauritius,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MU,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_YT,Mayotte,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,YT,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MX,Mexico,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1400.0,1400.0,1400.0,1510.0,1608.0,1608.0,1608.0,1608.0,1608.0,1608.0,IRENA,National,Installed electricity capacity,MW,MX,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_FM,Micronesia (Federated States of),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FM,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MN,Mongolia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MN,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_ME,Montenegro,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ME,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MS,Montserrat,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MS,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MA,Morocco,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MA,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MZ,Mozambique,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MZ,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_MM,Myanmar,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MM,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_NA,Namibia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NA,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_NR,Nauru,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NR,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_NP,Nepal,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NP,On-Grid Nuclear
On-Grid Nuclear_Installed electricity capacity_NL,Netherlands,449.0,449.0,449.0,449.0,449.0,449.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,486.0,IRENA,National,Installed electricity capacity,MW,NL,On-Grid Nuclear
