ID,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Country Name,Country Code,Data Source,Spatial Scale,Unit,Metric,Technology Name
Railroad_Cumulative total capacity_LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,Lithuania,LT,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8555,8555,8555,8555,8555,8555,8582,8586,8585,8585,8582,,8574,8572,8572,8572,8572,8583,8586,8586,8586,8664,8564,8567,8795,8811,8811,8811,8811,8815,8815,8815,8823,8823,8823,8823,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8800,,,,,,,,,,,Pakistan,PK,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,,,,577,577,577,577,577,577,577,577,577,577,577,577,577,577,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,,,,,,,,,,,Saudi Arabia,SA,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_SV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,46.0,46.0,61.0,61.0,61.0,87.0,87.0,87.0,87.0,98.0,98.0,98.0,116.0,116.0,116.0,116.0,116.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,209.0,320.0,320.0,328.0,328.0,328.0,328.0,355.0,375.0,375.0,375.0,407.0,409.0,409.0,409.0,530.0,550.0,596.0,596.0,604.0,604.0,604.0,608.0,608.0,608.0,608.0,608.0,608.0,608.0,608.0,608.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,674.0,674.0,674.0,602.0,602.0,602.0,602.0,602.0,602.0,564.0,564.0,564.0,564.0,564.0,547.0,547.0,,,,,,,,,,El Salvador,SV,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13430.0,13448.0,13468.0,13465.0,13456.0,13491.0,13497.0,13533.0,13567.0,13608.0,13610.0,13624.0,13621.0,13624.0,13612.0,13595.0,13595.0,13548.0,,,,,,,,,13095.0,13095.0,13095.0,13124.0,13124.0,13132.0,13167.0,13162.0,13141.0,13168.0,13168.0,13168.0,13124.0,13139.0,13139.0,13139.0,13147.0,13165.0,13197.0,13301.0,13330.0,13332.0,13317.0,13315.0,13308.0,13296.0,13299.0,13293.0,13241.0,13215.0,13186.0,13190.0,13166.0,13142.0,13131.0,13130.0,13142.0,13141.0,13114.0,13130.0,13116.0,13102.0,13103.0,13109.0,13111.0,13115.0,,,,,,,,,,,,,,,,,,Czechoslovakia,CZ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,37,37,37,70,70,212,473,722,722,722,722,722,722,743,805,813,827,,992,1016,,1121,,1190,1271,1541,1544,1585,1589,1590,1815,1946,,2009,2071,2188,2219,2237,2238,2242,2245,2245,2245,2255,2258,2270,2289,2371,2386,2421,2469,2454,2537,2546,2983,2983,3076,3095,3129,3141,3165,3186,3210,3247,3248,3248,3203,3203,3204,3204,3363,3364,3385,3385,3398,3443,3446,3446,3453,3469,3499,3558,3559,3563,3563,3563,3563,3563,3561,3561,3561,3561,3590,3590,3596,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3618,3617,3617,3592,3563,3563,3563,3563,3563,3563,3591,3592,2588,3588,3588,3611,3617,3614,3614,3607,3607,3607,3608,3126,3126,3117,3054,3325,3625,3625,3068,3068,3072,3072,2850,,,,,,,,,Portugal,PT,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5488.0,,,,,,,,,,,,,,,,Belarus,BY,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,1310.0,1310.0,1310.0,,,1561.0,1671.0,1671.0,1671.0,1671.0,1671.0,1671.0,1671.0,1671.0,1671.0,1671.0,1671.0,1671.0,1681.0,1685.0,1712.0,1766.0,1780.0,1925.0,1937.0,1955.0,2035.0,2079.0,2164.0,2465.0,2476.0,2485.0,2485.0,3123.0,3146.0,3150.0,3192.0,3216.0,3238.0,3273.0,3288.0,3315.0,3263.0,3338.0,3522.0,3572.0,3485.0,3451.0,3352.0,3350.0,3332.0,3336.0,3369.0,3404.0,3451.0,3489.0,3504.0,3523.0,3543.0,3623.0,3683.0,3686.0,3690.0,3689.0,3689.0,3787.0,3847.0,3854.0,3844.0,3808.0,3842.0,3890.0,3980.0,4174.0,4176.0,4175.0,4177.0,4178.0,4333.0,4289.0,4309.0,4312.0,4332.0,4332.0,4330.0,4348.0,4378.0,4343.0,4344.0,4352.0,4419.0,4214.0,4224.0,4231.0,4239.0,4236.0,4234.0,4234.0,4234.0,4234.0,4234.0,4234.0,4385.0,4385.0,4385.0,4385.0,4385.0,4385.0,4385.0,4667.0,4667.0,4385.0,4385.0,4385.0,5110.0,5110.0,5110.0,5355.0,5418.0,7106.0,7736.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,,,,,,,,,,,Egypt,EG,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23631.0,,,,,,,,,,,,,,,,Ukraine,UA,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,125.0,125.0,180.0,306.0,306.0,457.0,457.0,506.0,575.0,615.0,803.0,896.0,932.0,949.0,956.0,1120.0,1364.0,1516.0,1898.0,2120.0,2215.0,2215.0,2252.0,2370.0,2392.0,2392.0,2490.0,2581.0,2738.0,2799.0,2833.0,2862.0,2923.0,2996.0,2996.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3130.0,,,,,,1582.0,1627.0,1730.0,1756.0,1796.0,1833.0,1839.0,1962.0,2091.0,2092.0,2097.0,2099.0,2107.0,2100.0,2100.0,2097.0,2099.0,2126.0,2126.0,2126.0,2126.0,2225.0,2225.0,2225.0,2225.0,2225.0,2225.0,2225.0,2225.0,2225.0,2225.0,2225.0,2207.0,1994.0,2207.0,2207.0,2207.0,2207.0,2207.0,2207.0,2203.0,2203.0,,,,,,,,,,,,,,,,,,,,,,Thailand,TH,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,,133.0,,,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,,,,,,,,,,,,,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,102.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Suriname,SR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,,,,,,,,,,,Mali,ML,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200.0,9680.0,9610.0,9614.0,9603.0,9630.0,9612.0,9738.0,9799.0,9804.0,9804.0,9803.0,9788.0,9785.0,9780.0,9783.0,9799.0,9799.0,,,,,,5756.0,,,,,,9895.0,9958.0,10029.0,10003.0,10028.0,10160.0,10147.0,10142.0,10159.0,10138.0,10169.0,10152.0,10198.0,10081.0,10136.0,9934.0,9940.0,9808.0,9562.0,9451.0,9387.0,9268.0,9165.0,9070.0,8869.0,8623.0,8553.0,8409.0,8299.0,8216.0,8033.0,8024.0,8025.0,8027.0,8030.0,8024.0,8026.0,8030.0,8025.0,8038.0,8038.0,8072.0,7996.0,7752.0,7765.0,7765.0,7785.0,7619.0,7606.0,7606.0,7606.0,,,,,,,,,Hungary,HU,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,40.0,40.0,40.0,40.0,40.0,40.0,84.0,84.0,97.0,129.0,150.0,338.0,338.0,464.0,718.0,1065.0,1199.0,1435.0,,,,,,,,1596.0,1596.0,1596.0,1596.0,1630.0,1630.0,1826.0,1826.0,2010.0,2064.0,2039.0,2179.0,2218.0,2218.0,2218.0,2218.0,2216.0,2216.0,2216.0,2216.0,2216.0,2216.0,2216.0,2216.0,2181.0,2181.0,2147.0,2202.0,2258.0,2316.0,2375.0,2435.0,2498.0,2561.0,2627.0,2694.0,2763.0,2833.0,2905.0,2980.0,3056.0,3134.0,3214.0,3296.0,3380.0,3466.0,3555.0,3645.0,3738.0,3834.0,3932.0,4032.0,4135.0,4241.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0,,,,,,,,,,,Tanzania,TZ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,82.0,102.0,173.0,182.0,215.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,334.0,371.0,371.0,426.0,,488.0,488.0,558.0,651.0,699.0,807.0,807.0,807.0,807.0,807.0,807.0,807.0,807.0,807.0,807.0,807.0,807.0,864.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,1090.0,1090.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1147.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1150.0,1150.0,1150.0,1150.0,1150.0,,,,,,,,,,,Ivory Coast,CI,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_LY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,230.0,230.0,230.0,230.0,269.0,269.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,,,,,,,,,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libya,LY,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,56.0,56.0,56.0,70.0,120.0,170.0,238.0,288.0,327.0,353.0,384.0,401.0,455.0,522.0,546.0,604.0,735.0,735.0,849.0,915.0,915.0,945.0,947.0,1086.0,1127.0,1181.0,1241.0,1323.0,1403.0,1410.0,1497.0,1527.0,1527.0,1545.0,1555.0,1555.0,1580.0,1611.0,1617.0,1617.0,1666.0,1669.0,1669.0,1723.0,1725.0,1717.0,1717.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,,,,,,1286.0,1322.0,1406.0,1427.0,1460.0,1490.0,1495.0,1595.0,1699.0,1700.0,1704.0,1706.0,1712.0,1707.0,1707.0,1704.0,1706.0,1728.0,1728.0,1728.0,1746.0,1752.0,1756.0,1756.0,1756.0,1756.0,1756.0,1889.0,1748.0,1690.0,1690.0,1686.0,1686.0,1692.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1806.0,1806.0,1806.0,1444.0,1444.0,,,,,,,,,,,,,,,,Malaysia,MY,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,80.0,113.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,208.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,681.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,797.0,797.0,797.0,797.0,797.0,797.0,797.0,,,,,,,,,,,,,,Malawi,MW,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082.0,2809.0,3135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,VN,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,238,238,286,338,431,529,673,1090,1467,1506,1571,1571,1817,1814,1802,1812,1812,1812,1812,1812,2039,2036,2036,2568,2615,2807,3066,3066,3066,3066,3066,3058,3058,3058,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3079,3079,2864,2864,2864,2864,2864,3036,3200,3522,3495,3504,3504,3504,3504,3504,3504,3504,3504,3504,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,,,,,,,,,,,Nigeria,NG,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351.0,1517.0,1693.0,1760.0,1825.0,1877.0,1879.0,1982.0,1982.0,2011.0,2029.0,2029.0,2029.0,2033.0,2060.0,2060.0,2060.0,2063.0,2063.0,2063.0,2063.0,2065.0,2065.0,2065.0,2065.0,2065.0,2065.0,2065.0,2065.0,2065.0,2065.0,2065.0,2084.0,2084.0,2046.0,2046.0,2111.0,2111.0,2111.0,2111.0,2111.0,2093.0,2093.0,2093.0,2106.0,2106.0,2106.0,2106.0,2090.0,2090.0,2038.0,2014.0,1999.0,1999.0,1996.0,1996.0,1996.0,1996.0,1978.0,1981.0,,,1998.0,1998.0,1978.0,1978.0,1978.0,1947.0,1688.0,2013.0,2013.0,2013.0,2013.0,2013.0,2165.0,2475.0,2475.0,2475.0,2475.0,2475.0,2475.0,2475.0,2475.0,2475.0,2475.0,2475.0,2475.0,2500.0,2500.0,2500.0,,,,,,,,,,,Tunisia,TN,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,36.0,36.0,36.0,36.0,36.0,52.0,143.0,193.0,363.0,373.0,373.0,373.0,373.0,413.0,475.0,550.0,806.0,952.0,1034.0,1163.0,1203.0,1299.0,1364.0,1598.0,1745.0,2026.0,2204.0,2212.0,2244.0,2254.0,2276.0,2329.0,2382.0,2448.0,2500.0,2563.0,2610.0,2608.0,2694.0,2694.0,2719.0,2761.0,2926.0,2969.0,3008.0,3129.0,3226.0,3277.0,3277.0,3218.0,3315.0,2901.0,3346.0,3426.0,3532.0,3577.0,3618.0,3639.0,3729.0,3986.0,3968.0,4132.0,4207.0,4352.0,4380.0,4780.0,4847.0,4868.0,4868.0,4868.0,4868.0,4868.0,4868.0,4868.0,4457.0,4402.0,4402.0,4402.0,4396.0,4351.0,4357.0,4362.0,4340.0,4361.0,4338.0,4354.0,4295.0,4379.0,4372.0,4369.0,4491.0,4468.0,4375.0,4367.0,4365.0,4248.0,4130.0,4075.0,3928.0,3928.0,3919.0,3919.0,3843.0,3843.0,3951.0,3951.0,3951.0,,,3933.0,3933.0,3919.0,3918.0,3918.0,3891.0,3908.0,3907.0,3907.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3814.0,3836.0,3836.0,4293.0,3945.0,3945.0,3945.0,,,,,,,,,,,,,,,,Algeria,DZ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
