ID,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Country Name,Country Code,Data Source,Spatial Scale,Unit,Metric,Technology Name
Railroad_Cumulative total capacity_IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,114.0,272.0,438.0,462.0,687.0,1006.0,1349.0,2554.0,3755.0,4035.0,4760.0,5412.0,5734.0,6323.0,6450.0,6848.0,7678.0,8166.0,8641.0,9168.0,10020.0,10527.0,11040.0,11780.0,13198.0,13639.0,14478.0,15865.0,16204.0,16813.0,18557.0,19647.0,20704.0,22640.0,23376.0,25589.0,26400.0,27814.0,28596.0,29707.0,30320.0,31329.0,32523.0,33981.0,35444.0,37831.0,39834.0,40818.0,41732.0,43381.0,44362.0,45524.0,46814.0,48211.0,49207.0,50678.0,51658.0,52849.0,53887.0,55822.0,56786.0,57668.0,58397.0,58472.0,58928.0,59119.0,59592.0,59974.0,60540.0,61218.0,61590.0,62087.0,62843.0,63910.0,65903.0,67148.0,68045.0,68901.0,69139.0,69126.0,69236.0,69392.0,69408.0,66105.0,66199.0,66234.0,66067.0,65142.0,65219.0,65198.0,65193.0,65207.0,65217.0,54693.0,54494.0,54754.0,54845.0,54910.0,55160.0,55371.0,55853.0,55901.0,55915.0,56148.0,56457.0,56670.0,56962.0,57089.0,57389.0,57585.0,58273.0,59061.0,59075.0,59339.0,60014.0,60138.0,59997.0,60274.0,60356.0,60441.0,60508.0,60438.0,60874.0,60803.0,60777.0,60933.0,61240.0,61230.0,61385.0,61460.0,61850.0,61836.0,61812.0,61976.0,61985.0,62211.0,62367.0,,,,,,,,,,,,,,,,,,,India,IN,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_AO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,168.0,209.0,236.0,294.0,305.0,308.0,309.0,350.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,456.0,533.0,771.0,851.0,1005.0,,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1595.0,1595.0,1595.0,1612.0,1708.0,2197.0,2197.0,2308.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2323.0,2322.0,2322.0,2326.0,2332.0,2333.0,2361.0,2363.0,2363.0,2363.0,2377.0,2428.0,2419.0,2419.0,2552.0,2637.0,2679.0,2749.0,2930.0,2930.0,3110.0,3110.0,3110.0,2930.0,3256.0,3256.0,3256.0,3256.0,3256.0,3256.0,3270.0,3270.0,3270.0,3613.0,3613.0,3613.0,3613.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2523.0,2523.0,2523.0,2523.0,2523.0,2523.0,2523.0,2523.0,2523.0,2523.0,,,,,,,,,,,,,,,,Angola,AO,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,21.0,141.0,241.0,471.0,686.0,936.0,1318.0,1761.0,2154.0,3297.0,4328.0,5014.0,5470.0,5885.0,6174.0,6638.0,7183.0,7609.0,7865.0,8660.0,9036.0,9698.0,10646.0,11145.0,11555.0,12108.0,12715.0,13180.0,13970.0,14861.0,15758.0,16398.0,17301.0,18261.0,21579.0,22539.0,24010.0,25615.0,28110.0,29452.0,30872.0,31629.0,33417.0,33923.0,34467.0,35169.0,36083.0,36872.0,37665.0,38622.0,39885.0,40929.0,41898.0,42976.0,43533.0,44288.0,44451.0,45576.0,46617.0,47552.0,48570.0,49955.0,50829.0,51808.0,53066.0,53978.0,54912.0,55957.0,56881.0,57728.0,58437.0,59390.0,60540.0,61362.0,62133.0,62891.0,63537.0,64077.0,64432.0,64697.0,64797.0,,,58080.0,57689.0,57797.0,57389.0,57471.0,57690.0,57861.0,58009.0,58125.0,58369.0,58329.0,58322.0,58324.0,58354.0,58331.0,58378.0,58841.0,58967.0,59126.0,59882.0,61940.0,,,,,,,,,,37485.0,37479.0,37417.0,37407.0,37407.0,37694.0,37565.0,37063.0,36602.0,36518.0,36291.0,36019.0,35921.0,35638.0,35492.0,35374.0,35229.0,34476.0,34314.0,34037.0,33724.0,33010.0,32744.0,32604.0,32303.0,31987.0,31892.0,,31578.0,31532.0,31540.0,31497.0,31357.0,31236.0,30995.0,30720.0,30578.0,30418.0,30335.0,30129.0,44330.0,44118.0,44332.0,44467.0,44252.0,45468.0,45468.0,45457.0,43966.0,43966.0,46300.0,40826.0,,,,,,,,Germany,DE,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328,,,,,,,,,,,,,,,,,Moldova,MD,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,98.0,100.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,336.0,443.0,443.0,534.0,531.0,531.0,531.0,528.0,528.0,528.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,544.0,557.0,570.0,583.0,597.0,611.0,626.0,641.0,656.0,672.0,688.0,704.0,721.0,738.0,756.0,773.0,792.0,811.0,830.0,850.0,870.0,891.0,912.0,934.0,956.0,978.0,1002.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,,,,,,,,,,,Uganda,UG,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,365.0,583.0,721.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,941.0,941.0,855.0,896.0,903.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1083.0,1151.0,1308.0,1707.0,1830.0,1905.0,1981.0,2063.0,2066.0,2087.0,2084.0,2084.0,2082.0,2082.0,2082.0,2084.0,2084.0,2084.0,2084.0,2084.0,2084.0,2084.0,2084.0,2084.0,2084.0,2103.0,2123.0,2143.0,2163.0,2183.0,2204.0,2224.0,2245.0,2266.0,2287.0,2308.0,2330.0,2352.0,2374.0,2396.0,2418.0,2441.0,2464.0,2487.0,2510.0,2533.0,2557.0,2581.0,2605.0,2629.0,2654.0,2679.0,2729.0,2426.0,1939.0,2601.0,2601.0,2445.0,2651.0,2651.0,2651.0,2733.0,2733.0,2733.0,2733.0,2743.0,2743.0,2758.0,2740.0,2740.0,2740.0,2740.0,2740.0,2740.0,2780.0,2780.0,,,,,,,,,,,Kenya,KE,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,162,162,162,162,162,162,162,,,170,662,847,906,817,1083,1146,1157,1014,1016,1002,1021,1034,1041,1053,1053,1053,1053,1053,1069,1080,1114,1154,1154,1154,1154,1154,1078,1123,1119,1119,1119,,,,546,750,,,1118,,,945,945,945,962,964,964,965,989,1020,1020,1020,1031,1031,1031,1031,1031,1031,1052,1052,1052,1052,1034,1059,1060,1069,1069,1072,1072,1059,1059,1059,1027,,,,921,,,,,,,,,,,,,,,,,,,,,,Philippines,PH,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,98,109,153,153,176,176,176,176,176,176,204,204,311,335,335,335,335,335,,,,645,776,,,,,1419,1488,1499,1551,1620,1620,1629,1694,1781,1849,1841,1961,2007,2119,2247,2392,2453,2547,2598,2600,2610,2623,2623,2661,2661,2661,2742,2742,2777,2770,2771,2819,2851,2911,2924,3031,3046,3046,3070,3070,3190,3190,3256,3305,3339,3400,3400,3400,3403,3451,3606,3653,3663,3663,3623,3623,3627,3675,3676,3677,3677,3639,3639,3621,3576,3484,3387,3342,3315,3314,3314,3351,3170,3159,,2824,3079,3251,3347,3208,3204,3210,3210,3186,3186,3178,3220,3223,3227,3229,3253,3250,3251,3245,3238,3238,3232,3227,3148,3148,3148,3148,2834,2832,2832,2790,2790,2788,2788,2788,2760,2760,2760,2777,2777,2796,2789,2809,2828,2828,2780,2780,2753,2757,,,,,,,,,,,,,,,,Netherlands,NL,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.0,,,,,,,,,,,,,,,,Georgia,GE,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_MR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,,,,,,,,,,,,,,,,Mauritania,MR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380.0,,,,,,,,,,,,,,,,Uzbekistan,UZ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,97.0,229.0,381.0,610.0,892.0,1299.0,1541.0,1625.0,1635.0,2009.0,2610.0,2771.0,3060.0,3060.0,3060.0,3131.0,3699.0,3818.0,4601.0,4724.0,4997.0,5242.0,5477.0,5813.0,6276.0,6491.0,6627.0,6756.0,7122.0,6389.0,8202.0,9212.0,10268.0,10789.0,11213.0,11345.0,11608.0,12383.0,12846.0,13453.0,13759.0,14595.0,15188.0,15334.0,15380.0,15380.0,15466.0,15474.0,15537.0,17679.0,17881.0,18553.0,19396.0,19724.0,20067.0,20353.0,20798.0,21079.0,21164.0,21164.0,21211.0,21284.0,21306.0,21345.0,21345.0,21380.0,21385.0,21390.0,21390.0,21395.0,21406.0,20043.0,20143.0,20178.0,20091.0,20106.0,20175.0,20202.0,20279.0,20289.0,20310.0,20338.0,20374.0,20355.0,20346.0,20352.0,20553.0,21171.0,21203.0,21261.0,21266.0,21295.0,21335.0,21345.0,21351.0,21383.0,21391.0,21408.0,21487.0,21490.0,21537.0,21443.0,21726.0,21759.0,22644.0,22623.0,22693.0,22841.0,22876.0,22959.0,23061.0,23162.0,23259.0,23244.0,21164.0,21244.0,21163.0,21244.0,20934.0,20934.0,20934.0,20934.0,21000.0,21000.0,21000.0,,,,,,,,,,,South Africa,ZA,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,72.0,98.0,164.0,164.0,195.0,298.0,323.0,326.0,,,,,,,332.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,332.0,360.0,390.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,455.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,489.0,489.0,489.0,490.0,494.0,495.0,495.0,495.0,495.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,,,,,,,,,,,Togo,TG,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_TJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,,Tajikistan,TJ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,150.0,362.0,601.0,1000.0,1734.0,2011.0,2365.0,3022.0,3636.0,4451.0,5583.0,6358.0,6610.0,6913.0,7317.0,7786.0,8841.0,9470.0,11632.0,14248.0,17345.0,20386.0,24259.0,26407.0,28957.0,34866.0,38699.0,42592.0,45468.0,48370.0,49412.0,50729.0,52388.0,53553.0,55412.0,58122.0,61674.0,66695.0,73984.0,83583.0,95237.0,104508.0,110978.0,114322.0,117024.0,121307.0,124899.0,129108.0,136703.0,147295.0,162845.0,181117.0,191770.0,197965.0,202664.0,215327.0,235663.0,246560.0,254714.0,263284.0,271018.0,276105.0,283986.0,287604.0,290739.0,294151.0,296808.0,299975.0,304641.0,311195.0,317422.0,325847.0,334707.0,344245.0,351196.0,361335.0,370540.0,376326.0,392123.0,387968.0,394126.0,398635.0,403461.0,407208.0,409640.0,410399.0,409397.0,409127.0,408151.0,407709.0,405029.0,405573.0,405261.0,405155.0,402656.0,402220.0,402213.0,402500.0,402695.0,402081.0,401658.0,399673.0,396599.0,393628.0,390353.0,387588.0,385069.0,382338.0,379477.0,376918.0,374184.0,369683.0,367811.0,366742.0,365714.0,365292.0,364314.0,363254.0,362227.0,361049.0,360483.0,359006.0,357799.0,356737.0,355997.0,355320.0,353476.0,352401.0,351058.0,351037.0,348334.0,346154.0,345022.0,341276.0,340190.0,338884.0,336823.0,334922.0,333142.0,331174.0,329426.0,326335.0,323586.0,322498.0,320000.0,283000.0,306000.0,307000.0,298000.0,288000.0,270000.0,265000.0,259000.0,253000.0,249000.0,248000.0,245000.0,241000.0,250000.0,244000.0,241000.0,234000.0,231000.0,231000.0,231000.0,,,,,,,,,,,,,,United States,US,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,32.0,144.0,144.0,351.0,378.0,378.0,473.0,728.0,900.0,1048.0,1071.0,1250.0,1357.0,1392.0,1392.0,1392.0,1433.0,1588.0,1790.0,1982.0,2401.0,2641.0,2927.0,3181.0,3351.0,3516.0,3554.0,3698.0,3965.0,4145.0,4533.0,5273.0,6112.0,7350.0,8508.0,9344.0,9668.0,10331.0,10775.0,11250.0,11297.0,11374.0,11429.0,11707.0,11937.0,12240.0,13153.0,13329.0,13633.0,14164.0,14810.0,15111.0,15273.0,15583.0,15670.0,15927.0,16299.0,16420.0,16727.0,17315.0,18124.0,18780.0,19229.0,19531.0,19939.0,20369.0,20621.0,21002.0,21594.0,21701.0,21921.0,22377.0,22642.0,22749.0,22879.0,22981.0,,,,,,6263.0,6639.0,6639.0,6640.0,6625.0,6625.0,6638.0,6644.0,6677.0,6688.0,6687.0,6710.0,6729.0,6717.0,6716.0,6701.0,6700.0,6702.0,,,,,,,,,,6062.0,,6742.0,,6734.0,6738.0,6738.0,6703.0,6697.0,6698.0,6685.0,6612.0,6610.0,6600.0,6596.0,6586.0,6570.0,6566.0,6583.0,6580.0,6569.0,6542.0,6534.0,6510.0,6506.0,6495.0,6478.0,6477.0,6475.0,6468.0,6469.0,6468.0,6461.0,6458.0,6459.0,6419.0,6416.0,6401.0,6359.0,6371.0,6385.0,6330.0,6338.0,6662.0,6658.0,6657.0,6657.0,6651.0,,,,,,,,,,,,,,,,Austria,AT,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,115.0,115.0,115.0,115.0,115.0,150.0,150.0,150.0,150.0,150.0,,,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,241.0,241.0,241.0,241.0,241.0,241.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,,,,,,,,,,,,,,,,Dominican Republic,DO,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,16.0,16.0,109.0,109.0,223.0,251.0,359.0,428.0,474.0,498.0,513.0,598.0,718.0,737.0,745.0,869.0,932.0,1129.0,1284.0,1801.0,2122.0,2388.0,2709.0,2911.0,3398.0,3946.0,4464.0,5354.0,6302.0,6930.0,7586.0,8400.0,9321.0,9583.0,9973.0,10590.0,11316.0,11485.0,12260.0,12967.0,13568.0,14015.0,14664.0,14916.0,15316.0,15506.0,15680.0,16010.0,16306.0,16781.0,17242.0,17613.0,18633.0,19241.0,21326.0,22287.0,23491.0,24614.0,26062.0,26647.0,27015.0,27453.0,27706.0,28127.0,28535.0,28828.0,29341.0,29295.0,30306.0,30731.0,31333.0,31549.0,31851.0,31967.0,32478.0,32764.0,32973.0,33073.0,33106.0,33331.0,33521.0,34095.0,34207.0,34204.0,34252.0,34283.0,34438.0,34769.0,35163.0,35280.0,35336.0,35451.0,35622.0,35972.0,36681.0,36845.0,37019.0,37032.0,37190.0,37092.0,37049.0,37422.0,37967.0,37710.0,38287.0,37548.0,36572.0,35349.0,34262.0,33864.0,32463.0,32182.0,32054.0,32939.0,31847.0,31518.0,30934.0,30429.0,30439.0,30809.0,30422.0,29778.0,29951.0,30021.0,29659.0,29237.0,29164.0,29207.0,28942.0,29777.0,29814.0,29833.0,29635.0,30402.0,30322.0,30314.0,30302.0,30381.0,30392.0,30403.0,30403.0,30403.0,30403.0,30403.0,,,,,,,,,,Brazil,BR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,97.0,29.0,42.0,61.0,73.0,93.0,110.0,124.0,124.0,129.0,129.0,129.0,374.0,459.0,527.0,597.0,613.0,611.0,624.0,644.0,647.0,709.0,725.0,759.0,812.0,834.0,860.0,869.0,887.0,885.0,891.0,905.0,911.0,917.0,929.0,937.0,951.0,962.0,,1002.0,,,,,,898.0,,901.0,917.0,917.0,938.0,936.0,940.0,940.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,1072.0,1062.0,1045.0,1108.0,1108.0,1108.0,1108.0,1108.0,1109.0,1110.0,,,,,,,,,,,Taiwan,TW,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
