ID,Spatial Scale,Country Code,Country Name,Technology Name,Metric,Unit,Data Source,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Refrigerator_Share of households_US,National,US,United States,Refrigerator,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.4,4.3,6.4,9.4,12.8,17.1,21.6,24.7,29.3,34.2,41.1,49.4,51.7,56.0,63.0,72.0,71.8,70.9,69.6,67.5,69.1,71.2,76.6,79.2,86.4,86.7,89.2,90.4,92.4,94.1,96.0,97.3,97.7,98.0,98.2,98.3,99.5,99.1,99.3,99.5,99.6,99.7,99.8,99.8,99.8,99.8,99.9,99.9,99.9,99.9,99.8,,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stove_Share of households_US,National,US,United States,Stove,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.5,11.0,11.5,12.0,12.0,13.0,14.0,14.5,15.0,16.0,16.5,17.0,17.0,17.0,18.0,18.33,18.67,19.0,19.5,20.0,22.0,23.0,24.0,25.0,27.5,30.0,32.0,34.0,35.0,36.0,37.0,37.0,37.5,38.0,40.0,45.0,50.0,50.0,50.0,53.0,55.0,57.0,58.0,59.0,59.0,61.0,64.0,67.0,70.0,74.0,77.0,80.0,84.0,85.5,87.0,88.5,90.0,93.0,94.0,95.0,95.5,96.0,96.0,96.5,97.0,97.33,97.67,98.0,98.0,98.33,98.67,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,98.6,98.6,,,,,,,,,,,,,,
Dishwasher_Share of households_US,National,US,United States,Dishwasher,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.0,1.8,,,,,,,0.6,,,,,,,,,,,,,,,,,1.2,1.5,2.0,2.6,3.0,3.2,3.5,4.0,4.6,5.2,5.8,6.3,7.1,7.9,8.9,9.0,11.8,13.5,15.7,18.1,20.8,23.7,26.5,29.6,32.0,34.3,36.6,38.3,39.6,,41.9,,,,,,,,,,,,,,49.3,,,,,,56.0,,,,,62.3,,64.0,,,,,69.4,69.3,,,,,,,,,,,,,,
Automobile_Share of households_US,National,US,United States,Automobile,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,17.0,19.0,23.0,28.0,31.0,34.0,39.0,44.0,49.0,54.0,56.0,58.0,58.5,59.0,56.0,53.0,50.0,51.0,52.0,54.0,55.0,54.0,54.0,55.0,57.0,53.0,49.0,47.0,46.0,48.0,51.0,53.0,55.0,58.0,60.0,60.0,62.0,65.0,68.0,72.0,74.0,71.0,73.0,75.0,76.0,75.0,79.0,79.0,79.0,79.0,78.0,78.5,79.0,80.0,80.0,81.0,82.0,83.0,83.0,84.0,85.0,85.0,85.0,86.0,86.0,86.0,86.5,87.0,88.0,88.0,89.0,89.5,90.0,91.0,91.0,91.0,92.0,91.0,91.0,92.0,92.0,92.0,91.0,92.0,92.0,91.0,91.0,91.0,91.0,,,,,,,,,,,,,,,,,,,,
Television_Share of households_US,National,US,United States,Television,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6,,,,,,98.4,,,,,98.8,,98.9,,,,,98.5,98.3,94.65,93.25,93.81,93.43,94.1,94.76,93.97,,,,,,,
Running water_Share of households_US,National,US,United States,Running water,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,83.0,,,,,,,,,,93.0,,,,,,,,,,98.0,,,,,,,,,,99.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power steering_Share of households_US,National,US,United States,Power steering,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,6.0,12.0,19.0,25.0,32.0,39.0,43.0,43.0,42.0,43.0,48.0,53.0,59.0,65.0,73.0,80.0,87.0,91.0,91.5,92.0,93.0,93.5,95.0,96.0,99.0,100.0,100.0,99.0,96.0,95.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellular phone_Share of households_US,National,US,United States,Cellular phone,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,16.0,21.0,36.3,34.0,42.0,49.0,56.0,62.8,63.0,71.3,67.0,73.0,75.0,84.0,87.2,89.0,87.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,,,,,,
Microwave_Share of households_US,National,US,United States,Microwave,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,7.0,,20.0,34.0,,,60.0,,,,,,82.2,,,,,,90.7,,,,,95.9,,96.4,,,,,97.1,96.8,96.0,95.2,94.4,93.6,92.8,92.0,,,,,,,,
Electric Range_Share of households_US,National,US,United States,Electric Range,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,30.0,,,,,,,,,,40.0,,,,,45.0,,,,,50.0,,,,,53.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryer_Share of households_US,National,US,United States,Dryer,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,11.0,,,,,,,,,,28.0,,,40.0,,,,,43.0,,,,,49.0,,,48.0,,,,,,77.9,,,,,,86.8,,,,,89.1,,81.2,,,,,83.2,83.4,,,,,,,,,,,,,,
Disk brakes_Share of households_US,National,US,United States,Disk brakes,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.5,7.3,15.2,26.5,43.5,58.5,74.0,81.0,87.5,92.0,97.0,99.0,100.0,100.0,99.0,97.5,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radio_Share of households_US,National,US,United States,Radio,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,17.0,19.0,28.0,36.0,45.0,52.0,60.0,63.0,65.0,68.0,72.0,74.0,78.0,80.0,81.0,82.0,84.0,84.0,87.0,88.0,89.0,92.0,92.0,93.0,92.0,92.0,92.0,93.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,94.0,95.0,96.0,96.0,96.0,96.0,96.0,97.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,
Electricity access_Share of households_US,National,US,United States,Electricity access,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,
Landline_Share of households_US,National,US,United States,Landline,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,14.0,18.0,19.5,21.0,23.0,24.5,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,34.0,35.0,35.0,37.0,37.0,38.0,39.0,39.0,41.0,41.0,39.5,38.0,35.0,32.0,31.0,32.0,33.0,34.0,34.5,35.0,37.0,39.0,41.5,44.0,45.0,46.0,50.0,54.0,58.0,60.0,62.0,63.5,65.0,67.5,70.0,71.67,73.33,75.0,76.5,78.0,78.5,79.0,80.0,81.0,82.0,85.0,86.0,87.0,88.5,90.0,87.0,87.5,88.0,88.67,89.33,90.0,90.5,91.0,91.5,92.0,92.5,93.0,92.5,92.0,92.0,92.0,92.25,92.5,92.75,93.0,93.5,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.5,95.0,94.0,93.0,92.0,,,,83.0,75.0,70.5,75.0,58.7,57.3,54.7,50.7,46.7,41.7,,,,,,,
Flush toilet_Share of households_US,National,US,United States,Flush toilet,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,13.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,51.0,,,,,,,,,60.0,,,,,,,,,,71.0,,,,,,,,,,87.0,,,,,,,,,,96.0,,,,,,,,,,98.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automatic transmission_Share of households_US,National,US,United States,Automatic transmission,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,36.0,44.5,50.0,55.0,63.5,72.3,80.0,82.0,81.0,78.0,77.0,78.0,80.0,82.0,84.0,86.5,89.5,93.0,95.0,97.0,97.5,98.0,98.5,98.0,98.5,98.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet_Share of households_US,National,US,United States,Internet,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,13.0,16.0,19.0,25.0,34.0,42.0,49.0,52.0,54.0,57.0,61.0,62.0,65.0,68.0,70.0,74.0,76.0,81.0,82.0,83.0,85.0,88.0,,,,,,,,,
Amazon Prime users_Share of households_US,National,US,United States,Amazon Prime users,Share of households,Percentage,OWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.13,17.09,24.58,32.51,36.58,,,,,,,
